Laranjal,,,,,
Codigo,Expositor,Posicao,Unidade,Referencia,Quantidade
1099164,Mesa Docol,2,Peça,,1
1114433,Mesa Docol,2,Peça,,1
1071282,Mesa Docol,2,Peça,,1
1071249,Mesa Docol,2,Peça,,1
1094323,Mesa Docol,2,Peça,,1
1114431,Mesa Docol,2,Peça,,1
1065268,Mesa Docol,2,Peça,,1
1079727,Mesa Docol,2,Peça,,1
1065193,Mesa Docol,2,Peça,,1
1080247,Parede Docol,11,Peça,,1
0,Parede Docol,11,Peça,Sem ref,1
1065236,Parede Docol,11,Peça,,1
1084031,Parede Docol,11,Peça,,1
1098607,Parede Docol,12,Peça,,1
1087611,Parede Docol,12,Peça,,1
1092611,Parede Docol,12,Peça,,1
1092610,Parede Docol,12,Peça,,1
1099153,Parede Docol,13,Peça,,1
1099154,Parede Docol,13,Peça,,1
1099151,Parede Docol,13,Peça,,1
1099152,Parede Docol,13,Peça,,1
1099157,Parede Docol,13,Peça,,1
1094445,Parede Docol,13,Peça,,1
1099155,Parede Docol,13,Peça,,1
1099136,Parede Docol,13,Peça,,1
1099159,Parede Docol,13,Peça,,1
1106943,Parede Docol,13,Peça,,1
1096335,Vasos Docol,1,Peça,,1
1065275,Vasos Docol,1,Peça,,1
1096325,Vasos Docol,1,Peça,,1
1076090,Vasos Docol,1,Peça,,1
1125790,Vasos Docol,1,Peça,,1
1096326,Vasos Docol,1,Peça,,1
1096322,Vasos Docol,1,Peça,,1
1096334,Vasos Docol,1,Peça,,1
